eo,Sn,Z,kni,krcf,Vm,Vj,e,kf
29.99994,2586.416917773129,0.686007718740022,1000000.0,34.300385937001096,8.849823200201993e-06,8.819645427166817e-06,27.31171207379955,34.34663234172986
29.99994,3377.9444021584814,0.21272357275820056,1000000.0,10.636178637910028,3.158147750914301e-05,3.128894718180092e-05,20.46306889898708,10.823594814088718
29.99994,3435.93748520351,0.6703145516449629,1000000.0,33.51572758224815,9.36655962635621e-06,9.341095273111178e-06,27.15277416075571,33.55407644324085
29.99994,1024.2359681702403,0.6790225926993159,1000000.0,33.951129634965795,9.078719062516787e-06,8.998953294320035e-06,27.25705903589125,34.07253442932347
29.99994,3200.0900373010045,0.3415094233126918,1000000.0,17.07547116563459,2.3183733641386073e-05,2.301698221294703e-05,22.984363821493744,17.22734733221211
29.99994,2524.3320838886993,0.39890562786278716,1000000.0,19.945281393139357,2.0204071947542594e-05,2.004364800452838e-05,23.890636088219747,20.10940921262006
29.99994,1201.2698648612172,0.4075277250042851,1000000.0,20.376386250214253,1.9784781141267212e-05,1.9464207802400404e-05,24.067249461828354,20.710677116062946
29.99994,1822.6405012192236,0.3285063787403125,1000000.0,16.425318937015625,2.391039987903756e-05,2.360079172145282e-05,22.806418683301178,16.70001385294716
29.99994,1292.8550749572325,0.5791809284299096,1000000.0,28.959046421495483,1.2561421060675117e-05,1.2440548297426836e-05,26.2080608789443,29.12245718488155
29.99994,2210.072180520703,0.2533611881109218,1000000.0,12.668059405546089,2.859525675496568e-05,2.822999986362612e-05,21.395436041566757,12.935196405725927
29.99994,1609.1945599662783,0.41992134666560466,1000000.0,20.996067333280234,1.9193585091590917e-05,1.8967352967642944e-05,24.21869081546243,21.23689947564826
29.99994,3591.4708714864387,0.4004048597603588,1000000.0,20.020242988017937,2.0130679656792393e-05,2.0018473407651727e-05,23.89830930534775,20.13525669826164
29.99994,2510.4931587696233,0.2123942135394967,1000000.0,10.619710676974835,3.160736594745737e-05,3.121437378510075e-05,20.48579887030129,10.871765538763036
29.99994,2018.8494365265522,0.7629190965444341,1000000.0,38.14595482722171,6.438298732589857e-06,6.4178316701332905e-06,28.043784906943372,38.17991609503975
29.99994,1460.3840952418211,0.44827749510971937,1000000.0,22.413874755485967,1.7888610204490332e-05,1.7672139742802693e-05,24.61347180639374,22.655829425124516
29.99994,1540.9301341275136,0.7739462680976323,1000000.0,38.69731340488162,6.107693225567597e-06,6.083580100550176e-06,28.145664785352306,38.737759940580226
29.99994,3960.592477348947,0.37301691381267926,1000000.0,18.650845690633965,2.1505304806187894e-05,2.1389165484627396e-05,23.48052236028557,18.763743034308465
29.99994,3676.1298276158827,0.6792101438517344,1000000.0,33.96050719258672,9.072550172570962e-06,9.050214583315424e-06,27.241434595005458,33.99447659820579
29.99994,2192.8313456873293,0.315045606524159,1000000.0,15.752280326207952,2.46857390909317e-05,2.4410933670649453e-05,22.559487417186045,15.988413454190356
29.99994,3184.3384799414853,0.5703024858432477,1000000.0,28.515124292162387,1.28923870409605e-05,1.2840400290385056e-05,26.08618599149063,28.584513530409573
29.99994,1902.6317784332673,0.7731285124631584,1000000.0,38.65642562315792,6.132088629905398e-06,6.1123887017928285e-06,28.136883923693546,38.68944105855013
29.99994,3492.782681938792,0.6132450961749567,1000000.0,30.662254808747836,1.1325844440064319e-05,1.1289237482455877e-05,26.558980415347445,30.713835547367495
29.99994,1379.6740054146362,0.3187713156182594,1000000.0,15.938565780912969,2.4468690345038327e-05,2.404229720920575e-05,22.671847810634084,16.30933037780563
29.99994,3850.4144198432055,0.5198119060096363,1000000.0,25.990595300481818,1.4851810088710656e-05,1.4794743835110057e-05,25.49050207905845,26.06165664160784
29.99994,3655.5462818476985,0.2638301614044981,1000000.0,13.191508070224906,2.7884824757009286e-05,2.767372716098397e-05,21.564987961332086,13.35012524145821
29.99994,2508.390452150067,0.5084239459531028,1000000.0,25.42119729765514,1.5313346491416665e-05,1.5220428066959558e-05,25.360753525190724,25.535071185347924
29.99994,2821.0067079084747,0.36159660872616634,1000000.0,18.079830436308317,2.210093184996545e-05,2.192912998717058e-05,23.315941179910407,18.243168269863837
29.99994,2731.173310946485,0.5043570166805775,1000000.0,25.217850834028877,1.5480051801456297e-05,1.5392806717301946e-05,25.308212512566364,25.32411925877437
29.99994,1326.9013312828347,0.6741756735023592,1000000.0,33.70878367511796,9.238587913232453e-06,9.174708745037343e-06,27.203488774512618,33.80546224014462
29.99994,1947.4517141526721,0.4203092718572841,1000000.0,21.015463592864204,1.917529284467857e-05,1.8988327113825226e-05,24.21229789570607,21.21448504403253
29.99994,2026.2199280480838,0.2953615305964795,1000000.0,14.768076529823976,2.586556272693398e-05,2.5539539596714256e-05,22.215488330921495,15.035293712715896
29.99994,2040.5464419399514,0.42887118905274146,1000000.0,21.443559452637075,1.8774750333977754e-05,1.8603581673437736e-05,24.329568305936174,21.62848362240468
29.99994,3085.1265057322885,0.6253420182666468,1000000.0,31.267100913332342,1.0899454493007386e-05,1.0861083332761529e-05,26.689481800174285,31.321966912568307
29.99994,1560.6620447605064,0.3957395609774178,1000000.0,19.78697804887089,2.0359743615470184e-05,2.0097559271689904e-05,23.874203933988916,20.054140671550552
29.99994,2616.3043793431316,0.4528727892918383,1000000.0,22.643639464591914,1.7683004196704663e-05,1.7564291161336797e-05,24.646344054024546,22.777103064167413
29.99994,2336.3924928135293,0.526004891388808,1000000.0,26.3002445694404,1.4603993938919956e-05,1.4513276389927519e-05,25.57629335635009,26.414286141112804
29.99994,1448.8986991837655,0.36412604656862607,1000000.0,18.206302328431303,2.196780517531652e-05,2.16397098228216e-05,23.404156446003974,18.520829335280535
29.99994,2962.2331775689763,0.4774922754669562,1000000.0,23.87461377334781,1.660734817801929e-05,1.6514760471117188e-05,24.96624100840348,23.98286673518441
29.99994,2028.8985670077927,0.3491718567809336,1000000.0,17.45859283904668,2.2765192576692985e-05,2.25125907599319e-05,23.138102336372754,17.69291577312482
29.99994,2814.2974995516815,0.5835567434636159,1000000.0,29.177837173180794,1.2399699872754768e-05,1.2345306867035691e-05,26.23709046692752,29.25170270489606
29.99994,2347.1408627297915,0.5905234170659173,1000000.0,29.526170853295863,1.2144092471136282e-05,1.2081582437482909e-05,26.317473673055208,29.611830067362515
29.99994,3948.3037000290474,0.7851443148070665,1000000.0,39.257215740353324,5.775560558229557e-06,5.767124435035399e-06,28.242120472201208,39.271515835240855
29.99994,2721.0081326808045,0.4339371695336784,1000000.0,21.696858476683918,1.854057078868152e-05,1.8415092908060245e-05,24.387019681623237,21.833500724876977
29.99994,2786.076036163462,0.7282194387995025,1000000.0,36.41097193997512,7.5025791750663315e-06,7.482429860502897e-06,27.719295378518716,36.443258807606526
29.99994,3317.6854614846907,0.20364357601361005,1000000.0,10.182178800680502,3.230648328847713e-05,3.1994927655008486e-05,20.247886050753415,10.375456456736948
29.99994,3698.281894763428,0.30687823551371834,1000000.0,15.343911775685918,2.516836840173464e-05,2.4998244800441528e-05,22.38047498482542,15.486941484110798
29.99994,3561.8995416437765,0.4973726350281148,1000000.0,24.86863175140574,1.5768712470021787e-05,1.5699211254341348e-05,25.214820409676758,24.952380073076288
29.99994,2098.223854674533,0.34137747506925264,1000000.0,17.068873753462633,2.319100239520157e-05,2.2937481689290645e-05,23.00859558110421,17.300111505876497
29.99994,2675.672913144244,0.4091311851509307,1000000.0,20.456559257546537,1.9707540488263537e-05,1.9563446858893657e-05,24.037001397409213,20.606755332414707
29.99994,1416.0237490906657,0.22325011119149046,1000000.0,11.162505559574523,3.07694631674656e-05,3.011507810704889e-05,20.820864192971495,11.6006804908924
29.99994,3524.771234088001,0.7224018660893343,1000000.0,36.120093304466714,7.684715151417343e-06,7.66799736418743e-06,27.662734403395667,36.146719402610984
29.99994,3620.2116770811767,0.45999598938448855,1000000.0,22.999799469224428,1.736736379161367e-05,1.728444454183762e-05,24.73164130364789,23.094056079305293
29.99994,3823.7489485167994,0.684628280699094,1000000.0,34.231414034954696,8.894887084462378e-06,8.8742436279767e-06,27.2950705421927,34.262996666835235
29.99994,1097.7632141403028,0.2012280029035658,1000000.0,10.06140014517829,3.2503432174446434e-05,3.1568720788807045e-05,20.377793903571607,10.64430038839106
29.99994,3117.284990328888,0.3019997209665943,1000000.0,15.099986048329713,2.5461264740981618e-05,2.525498782595402e-05,22.30221971064921,15.271469166576141
29.99994,1622.2552791506532,0.20263147395761383,1000000.0,10.131573697880691,3.2388788571233264e-05,3.175479504623525e-05,20.321078469907494,10.526293408859301
29.99994,3734.715093138325,0.7681948607007065,1000000.0,38.409743035035326,6.279682075318972e-06,6.26914092000158e-06,28.089105847583514,38.42732190100978
29.99994,1925.974021705248,0.43845683090480464,1000000.0,21.92284154524023,1.8333369776181075e-05,1.816049976147929e-05,24.46461967270111,22.112728527163032
29.99994,3396.1519832559793,0.5589323309559997,1000000.0,27.946616547799984,1.3321929151490514e-05,1.3269876019283963e-05,25.955281789322246,28.01505328507031
29.99994,2719.1568421438888,0.38360034518341357,1000000.0,19.18001725917068,2.0965414122283862e-05,2.080500208653849e-05,23.658575364023065,19.339392043524235
29.99994,2123.378397796213,0.45374802715635576,1000000.0,22.687401357817787,1.764402123328123e-05,1.749861804529332e-05,24.666361219794595,22.85118931311853
29.99994,3496.9718637265055,0.43344977016538677,1000000.0,21.67248850826934,1.8563011843253332e-05,1.8464993925386166e-05,24.371809851542295,21.779082711395443
29.99994,3183.4020425306235,0.2680570866795724,1000000.0,13.40285433397862,2.7603968686370056e-05,2.7366666394011748e-05,21.658580083105218,13.583396717096473
29.99994,1348.1592513722012,0.3832526346918709,1000000.0,19.162631734593543,2.0982973198390842e-05,2.066139582217452e-05,23.702346553401206,19.482910457337493
29.99994,1743.5605327849357,0.3091693677415872,1000000.0,15.45846838707936,2.5032017286951605e-05,2.467772319619069e-05,22.478169969801073,15.759130908119525
29.99994,1218.7681466031124,0.7936873587037385,1000000.0,39.68436793518693,5.5245560767056216e-06,5.499626809563982e-06,28.323653748444897,39.72698131565597
29.99994,1550.860096693898,0.5469195809109939,1000000.0,27.345979045549697,1.3782926949164654e-05,1.3661513264116105e-05,25.83591075709741,27.50322126206569
29.99994,3066.1931926288244,0.41026866601839285,1000000.0,20.513433300919644,1.9652884179017648e-05,1.9527720497181185e-05,24.047890792459174,20.644122327939392
29.99994,3968.557028775161,0.4718291722452423,1000000.0,23.591458612262116,1.6851025895313426e-05,1.677977671083111e-05,24.885464058538677,23.673988643443987
29.99994,2364.0316013273177,0.2140679498125348,1000000.0,10.70339749062674,3.1476116935959594e-05,3.106253198701003e-05,20.532080250359343,10.970344654995817
29.99994,3489.0226847584563,0.4797884578569206,1000000.0,23.98942289284603,1.650916312731428e-05,1.643141387870065e-05,24.991645049772043,24.08062951618107
29.99994,3346.226477462552,0.4201725014723231,1000000.0,21.008625073616155,1.9181740677607848e-05,1.9072410946539936e-05,24.186669143494626,21.1248053069418
29.99994,3519.3403838807876,0.5511653605481361,1000000.0,27.558268027406807,1.3619132248358253e-05,1.3566632138365062e-05,25.864830524226328,27.626572553766277
29.99994,3913.5710337591167,0.3321188044315766,1000000.0,16.60594022157883,2.3706388990167974e-05,2.356365257141678e-05,22.817738696232166,16.733194892165297
29.99994,3380.845280445494,0.24746898784682997,1000000.0,12.373449392341499,2.9004838613387346e-05,2.875811789733991e-05,21.234465664890795,12.550291354512783
29.99994,3143.2701237531833,0.21689417171650693,1000000.0,10.844708585825346,3.1256230243192296e-05,3.0948482938532e-05,20.566842400335442,11.044827578840511
29.99994,3188.7953284356954,0.3954513288349919,1000000.0,19.772566441749596,2.0373961971764412e-05,2.024461437777251e-05,23.829381537654935,19.903962439812034
29.99994,1824.398267773448,0.6914534891968267,1000000.0,34.57267445984134,8.672580151121341e-06,8.631548651131702e-06,27.369043971135053,34.63593923940557
29.99994,3518.366663851795,0.32676442350061397,1000000.0,16.338221175030696,2.4009378176449744e-05,2.384664834946906e-05,22.73148158308183,16.481602339335645
29.99994,1229.4851318787246,0.32764958216487383,1000000.0,16.382479108243693,2.395903393653806e-05,2.3501067540564756e-05,22.836814613635863,16.78922175007763
29.99994,2675.86958105912,0.31083239817267083,1000000.0,15.541619908633542,2.4933520035035823e-05,2.4703336494041785e-05,22.47036303661606,15.737248984074137
29.99994,2787.625181322838,0.2931067866572535,1000000.0,14.655339332862674,2.6004437779885778e-05,2.5764096698864742e-05,22.147043326186026,14.850855789822424
29.99994,1108.8331862751706,0.43846017418020217,1000000.0,21.92300870901011,1.83332171000267e-05,1.8035029673369667e-05,24.502862955556925,22.251320229237997
29.99994,3481.88589710162,0.6516717510221727,1000000.0,32.583587551108636,9.992348391394449e-06,9.963754316986536e-06,26.962987684182504,32.6257506885523
29.99994,3940.7425726372076,0.45853897649430553,1000000.0,22.926948824715275,1.743162661346329e-05,1.7354858489804476e-05,24.710179132307594,23.013996083567882
29.99994,1901.9291390004187,0.5539909107411718,1000000.0,27.69954553705859,1.3510651216614895e-05,1.341535315648828e-05,25.91094035790237,27.82410210886028
29.99994,3845.5637694401585,0.3302195955938704,1000000.0,16.510979779693518,2.3813437710871045e-05,2.3666881873781418e-05,22.78627440487142,16.641089339845067
29.99994,2386.416357835532,0.5642626326712893,1000000.0,28.213131633564466,1.3119752732307925e-05,1.3048018903840486e-05,26.022903838109418,28.308149946266347
29.99994,3078.3175192009094,0.7728959664856163,1000000.0,38.64479832428081,6.139029509141764e-06,6.126810927774529e-06,28.132488029214322,38.66526853849659
29.99994,2246.0688739530983,0.6365912485132832,1000000.0,31.82956242566416,1.0508459683301064e-05,1.0459523746885531e-05,26.811877161949287,31.900489257425885
29.99994,1509.2829306862948,0.7709941706653967,1000000.0,38.549708533269836,6.195851921438793e-06,6.170520929363576e-06,28.119165220729982,38.59207712298412
29.99994,1813.9933529894138,0.7849341008648356,1000000.0,39.24670504324178,5.781762653596826e-06,5.76339292258162e-06,28.24325783719712,39.277842378001196
29.99994,3088.2520420981564,0.6745953083083102,1000000.0,33.72976541541551,9.224712824132225e-06,9.197240357534216e-06,27.19662113902357,33.771337838983285
